城市名,起点名称,起点经纬度,终点名称,终点经纬度,时间
深圳市,海王大厦,"113.926604,22.515492",深圳市南山区医疗集团总部南水社区健康服务中心,"113.923548,22.488315",22
深圳市,后海名苑居南区,"113.931963,22.509103",深圳市南山区医疗集团总部南水社区健康服务中心,"113.923548,22.488315",18
深圳市,海映山庄,"113.92974,22.507063",深圳市南山区医疗集团总部南水社区健康服务中心,"113.923548,22.488315",16
深圳市,后海统建楼,"113.931491,22.507077",深圳市南山区医疗集团总部南水社区健康服务中心,"113.923548,22.488315",18
深圳市,海晖大厦,"113.925792,22.507957",深圳市南山区医疗集团总部南水社区健康服务中心,"113.923548,22.488315",16
深圳市,龙城花园,"113.928333,22.511064",深圳市南山区医疗集团总部南水社区健康服务中心,"113.923548,22.488315",19
深圳市,京光海景花园,"113.930002,22.506124",深圳市南山区医疗集团总部南水社区健康服务中心,"113.923548,22.488315",16
深圳市,三和村二区,"114.278908,22.726168",深圳市龙岗区人民医院公园大地社区健康服务中心,"114.237612,22.711893",31
深圳市,九州家园二期,"114.262498,22.72615",深圳市龙岗区人民医院公园大地社区健康服务中心,"114.237612,22.711893",21
深圳市,九州家园一期,"114.263626,22.728785",深圳市龙岗区人民医院公园大地社区健康服务中心,"114.237612,22.711893",23
深圳市,翠竹邨,"114.273597,22.723405",深圳市龙岗区人民医院公园大地社区健康服务中心,"114.237612,22.711893",25
深圳市,汇商名苑,"114.117659,22.544003",福田区赤尾社区健康服务中心,"114.086656,22.531997",37
深圳市,大中华汇展阁,"114.117616,22.53416",福田区赤尾社区健康服务中心,"114.086656,22.531997",35
深圳市,渔景大厦,"114.114604,22.534682",福田区赤尾社区健康服务中心,"114.086656,22.531997",33
深圳市,怡都大厦,"114.122291,22.533491",福田区赤尾社区健康服务中心,"114.086656,22.531997",46
深圳市,荣兴大厦,"114.124991,22.536525",福田区赤尾社区健康服务中心,"114.086656,22.531997",39
深圳市,好运来大厦,"114.129433,22.539206",君尚D区L1-12,"114.084227,22.54223",36
深圳市,东乐大厦,"114.127291,22.544134",君尚D区L1-12,"114.084227,22.54223",34
深圳市,口岸服务公司生活区,"114.139374,22.543376",君尚D区L1-12,"114.084227,22.54223",48
深圳市,南华大厦南华楼,"114.126572,22.543437",君尚D区L1-12,"114.084227,22.54223",32
深圳市,园林宿舍,"114.123164,22.552297",罗湖医院集团仙湖社区健康服务中心,"114.170194,22.564195",37
深圳市,文锦广场,"114.125431,22.55823",罗湖医院集团仙湖社区健康服务中心,"114.170194,22.564195",34
深圳市,汇商名苑,"114.117659,22.544003",罗湖医院集团仙湖社区健康服务中心,"114.170194,22.564195",44
深圳市,华商时代公寓,"114.116337,22.558122",罗湖医院集团仙湖社区健康服务中心,"114.170194,22.564195",50
深圳市,中贸大厦,"114.116216,22.557548",罗湖医院集团仙湖社区健康服务中心,"114.170194,22.564195",48
深圳市,虹楼,"114.129172,22.555519",罗湖医院集团仙湖社区健康服务中心,"114.170194,22.564195",31
深圳市,水产大厦,"114.120359,22.555597",罗湖医院集团仙湖社区健康服务中心,"114.170194,22.564195",40
深圳市,民富楼,"114.11672,22.559804",罗湖医院集团仙湖社区健康服务中心,"114.170194,22.564195",50
深圳市,越港商业中心,"114.119911,22.545045",罗湖医院集团仙湖社区健康服务中心,"114.170194,22.564195",42
深圳市,新丰大厦,"114.140222,22.563974",深圳中海医院,"114.126354,22.606645",41
深圳市,景园大厦(爱国路),"114.140098,22.560894",深圳中海医院,"114.126354,22.606645",40
深圳市,泰宁小区,"114.140973,22.565951",深圳中海医院,"114.126354,22.606645",40
深圳市,东湖大厦,"114.139683,22.561496",深圳中海医院,"114.126354,22.606645",40
深圳市,翠苑大厦,"114.1378,22.56863",深圳中海医院,"114.126354,22.606645",37
深圳市,文康楼,"114.139926,22.563003",深圳中海医院,"114.126354,22.606645",43
深圳市,峰景台大厦,"114.140186,22.555088",深圳中海医院,"114.126354,22.606645",46
深圳市,佳和华强大厦,"114.084968,22.541108",深圳市罗湖区人民医院,"114.122198,22.53785",32
深圳市,锦峰大厦,"114.096077,22.536236",一商场,"114.120076,22.535648",28
深圳市,福田法庭住宅楼,"114.092004,22.533639",一商场,"114.120076,22.535648",22
深圳市,国企大厦,"114.096797,22.538417",一商场,"114.120076,22.535648",23
深圳市,佳兆业中心,"114.096973,22.539238",一商场,"114.120076,22.535648",22
深圳市,光华园,"114.09271,22.533921",一商场,"114.120076,22.535648",22
深圳市,杰恩大厦,"114.094892,22.536027",一商场,"114.120076,22.535648",26
深圳市,五邑大厦,"114.087628,22.538385",一商场,"114.120076,22.535648",29
深圳市,明苑大厦,"114.098664,22.534998",一商场,"114.120076,22.535648",18
深圳市,桑达雅苑,"114.08963,22.545491",文华社区健康服务中心,"114.135025,22.544639",35
深圳市,园中花园,"114.099045,22.551861",文华社区健康服务中心,"114.135025,22.544639",29
深圳市,荔湖花苑,"114.100011,22.54925",文华社区健康服务中心,"114.135025,22.544639",29
深圳市,现代之窗,"114.086946,22.544105",文华社区健康服务中心,"114.135025,22.544639",37
深圳市,彩虹新都,"114.068532,22.536001",新华社区健康服务中心,"114.043041,22.523602",24
深圳市,华景花园,"114.069688,22.530537",新华社区健康服务中心,"114.043041,22.523602",24
深圳市,万景花园,"114.070024,22.530972",新华社区健康服务中心,"114.043041,22.523602",23
深圳市,东怡大厦,"114.07042,22.530954",新华社区健康服务中心,"114.043041,22.523602",24
深圳市,福源大厦,"114.069609,22.531866",新华社区健康服务中心,"114.043041,22.523602",24
深圳市,供电大厦 ,"114.071262,22.529878",新华社区健康服务中心,"114.043041,22.523602",25
深圳市,深大新村,"114.072209,22.537891",新华社区健康服务中心,"114.043041,22.523602",27
深圳市,皇洲花园,"114.071964,22.530867",新华社区健康服务中心,"114.043041,22.523602",25
深圳市,中国凤凰大厦,"114.065204,22.541446",新华社区健康服务中心,"114.043041,22.523602",28
深圳市,大中华汇展阁,"114.117616,22.53416",布心广场G栋,"114.140515,22.577052",40
深圳市,渔景大厦,"114.114604,22.534682",布心广场G栋,"114.140515,22.577052",42
深圳市,南方证券大厦,"114.116701,22.540587",布心广场G栋,"114.140515,22.577052",35
深圳市,龙旺大厦,"114.115278,22.53294",布心广场G栋,"114.140515,22.577052",44
深圳市,爵士大厦,"114.114835,22.539787",布心广场G栋,"114.140515,22.577052",39
深圳市,熙龙大厦,"114.118125,22.538114",布心广场G栋,"114.140515,22.577052",38
深圳市,蓝虹雅苑,"113.929832,22.541023",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",37
深圳市,红花园,"113.921863,22.538655",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",46
深圳市,彩虹居,"113.932016,22.548953",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",32
深圳市,兰丽花园,"113.923109,22.542641",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",54
深圳市,鸿洲新都,"113.919781,22.539685",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",48
深圳市,物资小区住宅楼,"113.924978,22.54674",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",38
深圳市,工商楼,"113.921781,22.538994",深圳市南山区医疗集团总部西丽社区健康服务中心,"113.954615,22.577516",47
深圳市,佳和华强大厦,"114.084968,22.541108",一商场,"114.120076,22.535648",32
深圳市,深圳湾科技生态园,"113.952612,22.527452",万象前海,"113.899626,22.531015",39
深圳市,纯海岸,"113.952454,22.522538",万象前海,"113.899626,22.531015",42
深圳市,卓越浅水湾,"113.947287,22.522331",万象前海,"113.899626,22.531015",39
深圳市,阳光带海滨城一期,"113.953574,22.52586",万象前海,"113.899626,22.531015",43
深圳市,中信海阔天空,"113.944991,22.526201",万象前海,"113.899626,22.531015",35
深圳市,博海名苑,"113.953272,22.523567",万象前海,"113.899626,22.531015",43
深圳市,恒立听海花园,"113.946571,22.523481",万象前海,"113.899626,22.531015",44
深圳市,滨福庭园,"113.948468,22.525971",万象前海,"113.899626,22.531015",38
深圳市,阳光带海滨城二期,"113.946284,22.525774",万象前海,"113.899626,22.531015",38
深圳市,国企大厦,"114.096797,22.538417",星河COCO Park(福田店),"114.054007,22.533569",32
深圳市,佳兆业中心,"114.096973,22.539238",星河COCO Park(福田店),"114.054007,22.533569",32
深圳市,荔景大厦,"114.105336,22.545175",星河COCO Park(福田店),"114.054007,22.533569",41
深圳市,红岭中学宿舍楼福田,"114.103854,22.551145",星河COCO Park(福田店),"114.054007,22.533569",39
深圳市,巴登街综合楼,"114.10174,22.538688",星河COCO Park(福田店),"114.054007,22.533569",34
深圳市,桑达雅苑,"114.08963,22.545491",星河COCO Park(福田店),"114.054007,22.533569",31
深圳市,龙联花园,"113.962362,22.569259",南山区医疗集团总部高新社区健康服务中心,"113.949951,22.545639",26
深圳市,龙都花园,"113.95958,22.569291",南山区医疗集团总部高新社区健康服务中心,"113.949951,22.545639",25
深圳市,润城花园,"113.957898,22.569381",南山区医疗集团总部高新社区健康服务中心,"113.949951,22.545639",24
深圳市,龙辉花园,"113.959829,22.566813",南山区医疗集团总部高新社区健康服务中心,"113.949951,22.545639",24
深圳市,宝珠花园,"113.957942,22.571067",南山区医疗集团总部高新社区健康服务中心,"113.949951,22.545639",24
深圳市,珠光花半里,"113.961866,22.570289",南山区医疗集团总部高新社区健康服务中心,"113.949951,22.545639",26
深圳市,朗苑,"113.960959,22.569774",南山区医疗集团总部高新社区健康服务中心,"113.949951,22.545639",25
深圳市,龙都名园,"113.956684,22.570184",南山区医疗集团总部高新社区健康服务中心,"113.949951,22.545639",24
深圳市,龙祥苑,"113.96664,22.567876",南山区医疗集团总部高新社区健康服务中心,"113.949951,22.545639",30
苏州市,定慧寺巷64号,"120.634547,31.306262",相城区繁华商业中心,"120.611027,31.343139",32
苏州市,和基广场,"120.631596,31.309059",相城区繁华商业中心,"120.611027,31.343139",28
苏州市,观前1号,"120.628899,31.312898",相城区繁华商业中心,"120.611027,31.343139",24
苏州市,苏大后庄学生公寓,"120.64404,31.309584",相城区繁华商业中心,"120.611027,31.343139",33
苏州市,苏州大学生公寓,"120.644348,31.308004",相城区繁华商业中心,"120.611027,31.343139",34
苏州市,丽景苑,"120.63254,31.308598",相城区繁华商业中心,"120.611027,31.343139",30
苏州市,庆丰新村,"120.544711,31.867308",吉麦德购物广场,"120.556143,31.889076",15
苏州市,商业新村,"120.543586,31.870287",吉麦德购物广场,"120.556143,31.889076",16
苏州市,物资新村,"120.548146,31.870401",吉麦德购物广场,"120.556143,31.889076",13
苏州市,聚龙新村,"120.545316,31.861958",吉麦德购物广场,"120.556143,31.889076",20
苏州市,通运新村(龙潭路),"120.543711,31.876552",吉麦德购物广场,"120.556143,31.889076",11
苏州市,何山路121号,"120.552419,31.306177",狮山当代MOMA-商业广场,"120.530949,31.277129",27
苏州市,枫津新村,"120.548314,31.304737",狮山当代MOMA-商业广场,"120.530949,31.277129",24
苏州市,格林花园,"120.553259,31.30262",狮山当代MOMA-商业广场,"120.530949,31.277129",27
苏州市,永霖大厦,"120.622708,31.302085",旅游急救医院,"120.603436,31.321844",21
苏州市,定慧寺巷64号,"120.634547,31.306262",旅游急救医院,"120.603436,31.321844",27
苏州市,和基广场,"120.631596,31.309059",旅游急救医院,"120.603436,31.321844",24
苏州市,吕公桥弄2,"120.619826,31.299676",旅游急救医院,"120.603436,31.321844",20
苏州市,三多里5号,"120.619034,31.297982",旅游急救医院,"120.603436,31.321844",21
苏州市,金狮小区,"120.620027,31.297719",旅游急救医院,"120.603436,31.321844",21
苏州市,丽景苑,"120.63254,31.308598",旅游急救医院,"120.603436,31.321844",25
苏州市,狮山丽晶,"120.562648,31.293232",苏州市中医医院,"120.597862,31.268714",28
苏州市,格林花园,"120.553259,31.30262",苏州市中医医院,"120.597862,31.268714",37
苏州市,永霖大厦,"120.622708,31.302085",健生源医院(葑门路),"120.646307,31.299864",14
苏州市,瑞富广场公寓,"120.625106,31.291524",健生源医院(葑门路),"120.646307,31.299864",13
苏州市,吕公桥弄2,"120.619826,31.299676",健生源医院(葑门路),"120.646307,31.299864",15
苏州市,西二路散盘,"120.623037,31.289471",健生源医院(葑门路),"120.646307,31.299864",15
苏州市,三多里5号,"120.619034,31.297982",健生源医院(葑门路),"120.646307,31.299864",14
苏州市,腊梅里散盘,"120.617898,31.294193",健生源医院(葑门路),"120.646307,31.299864",16
苏州市,金狮小区,"120.620027,31.297719",健生源医院(葑门路),"120.646307,31.299864",13
苏州市,苏纶新村,"120.6155,31.291638",健生源医院(葑门路),"120.646307,31.299864",18
苏州市,鸿利达大厦,"120.66323,31.28722",星海生活广场(南广场),"120.670325,31.314882",22
苏州市,城市公寓,"120.662475,31.286442",星海生活广场(南广场),"120.670325,31.314882",22
苏州市,通园大厦,"120.663492,31.288937",星海生活广场(南广场),"120.670325,31.314882",20
苏州市,苏港大厦,"120.66254,31.287165",星海生活广场(南广场),"120.670325,31.314882",22
苏州市,和风景苑,"120.664454,31.287248",星海生活广场(南广场),"120.670325,31.314882",22
苏州市,群谊新村东区,"120.663874,31.28636",星海生活广场(南广场),"120.670325,31.314882",22
苏州市,石家弄4号,"120.603204,31.316153",相城区繁华商业中心,"120.611027,31.343139",20
苏州市,阊胥路798号,"120.60369,31.313598",相城区繁华商业中心,"120.611027,31.343139",21
苏州市,石灰南弄14号,"120.601167,31.321335",相城区繁华商业中心,"120.611027,31.343139",18
苏州市,殳家墙门,"120.60051,31.320289",相城区繁华商业中心,"120.611027,31.343139",19
苏州市,广济路235号,"120.601712,31.32075",相城区繁华商业中心,"120.611027,31.343139",18
苏州市,潭子里散盘,"120.599982,31.318845",相城区繁华商业中心,"120.611027,31.343139",21
苏州市,南环西路140号,"120.621103,31.27925",冠芝霖广场,"120.621653,31.308565",23
苏州市,西塘小筑,"120.624051,31.27654",冠芝霖广场,"120.621653,31.308565",24
苏州市,龙港公寓,"120.62007,31.27938",冠芝霖广场,"120.621653,31.308565",23
苏州市,南环西路601号,"120.612071,31.277781",冠芝霖广场,"120.621653,31.308565",23
苏州市,兴达路36号,"120.620829,31.275848",冠芝霖广场,"120.621653,31.308565",26
苏州市,双冠南门商业广场,"120.626483,31.276733",冠芝霖广场,"120.621653,31.308565",22
苏州市,红叶花园二区,"120.499525,31.385377",欧姆斯购物广场,"120.453398,31.416717",40
苏州市,浒墅人家二区,"120.492156,31.386989",欧姆斯购物广场,"120.453398,31.416717",29
苏州市,红叶花园三区,"120.498586,31.386762",欧姆斯购物广场,"120.453398,31.416717",40
苏州市,红叶花园一区,"120.501806,31.383113",欧姆斯购物广场,"120.453398,31.416717",39
苏州市,浒墅人家三区,"120.489243,31.384537",欧姆斯购物广场,"120.453398,31.416717",28
苏州市,浒墅人家,"120.49153,31.382077",欧姆斯购物广场,"120.453398,31.416717",28
苏州市,定慧寺巷64号,"120.634547,31.306262",苏州瑞华迎春医院,"120.639269,31.272912",23
苏州市,和基广场,"120.631596,31.309059",苏州瑞华迎春医院,"120.639269,31.272912",23
苏州市,英雄大厦,"120.639548,31.298767",苏州瑞华迎春医院,"120.639269,31.272912",17
苏州市,丽景苑,"120.63254,31.308598",苏州瑞华迎春医院,"120.639269,31.272912",23
苏州市,鲈乡广场,"120.635442,31.148778",苏州第九人民医院,"120.619886,31.117933",21
苏州市,新城国际,"120.635961,31.143753",苏州第九人民医院,"120.619886,31.117933",19
苏州市,缇香广场,"120.563349,31.849802",张家港市第一人民医院,"120.525691,31.87572",28
苏州市,怡景湾长江新城二期,"120.557119,31.854964",张家港市第一人民医院,"120.525691,31.87572",23
苏州市,宏海国际广场,"120.666972,31.314223",泰华东楼,"120.625263,31.290177",34
苏州市,天翔花园,"120.667133,31.316339",泰华东楼,"120.625263,31.290177",36
苏州市,铂金公寓,"120.665366,31.316261",泰华东楼,"120.625263,31.290177",34
苏州市,白领公寓,"120.67176,31.312889",泰华东楼,"120.625263,31.290177",34
苏州市,董事汇云尚公馆,"120.672229,31.317045",泰华东楼,"120.625263,31.290177",38
苏州市,苏州凤凰文化广场,"120.667255,31.315577",泰华东楼,"120.625263,31.290177",35
苏州市,环球188,"120.67009,31.31357",泰华东楼,"120.625263,31.290177",34
苏州市,永霖大厦,"120.622708,31.302085",绿景佐阾锦华购物中心,"120.564011,31.295002",31
苏州市,瑞富广场公寓,"120.625106,31.291524",绿景佐阾锦华购物中心,"120.564011,31.295002",37
苏州市,吕公桥弄2,"120.619826,31.299676",绿景佐阾锦华购物中心,"120.564011,31.295002",30
苏州市,西二路散盘,"120.623037,31.289471",绿景佐阾锦华购物中心,"120.564011,31.295002",36
苏州市,三多里5号,"120.619034,31.297982",绿景佐阾锦华购物中心,"120.564011,31.295002",31
苏州市,腊梅里散盘,"120.617898,31.294193",绿景佐阾锦华购物中心,"120.564011,31.295002",32
苏州市,金狮小区,"120.620027,31.297719",绿景佐阾锦华购物中心,"120.564011,31.295002",31
苏州市,苏纶新村,"120.6155,31.291638",绿景佐阾锦华购物中心,"120.564011,31.295002",31
苏州市,鸿利达大厦,"120.66323,31.28722",苏州瑞金医院,"120.640991,31.255941",27
苏州市,南环西路140号,"120.621103,31.27925",健生源医院(葑门路),"120.646307,31.299864",24
苏州市,西塘小筑,"120.624051,31.27654",健生源医院(葑门路),"120.646307,31.299864",25
苏州市,龙港公寓,"120.62007,31.27938",健生源医院(葑门路),"120.646307,31.299864",24
苏州市,南环西路601号,"120.612071,31.277781",健生源医院(葑门路),"120.646307,31.299864",27
苏州市,兴达路36号,"120.620829,31.275848",健生源医院(葑门路),"120.646307,31.299864",26
苏州市,繁花中心,"120.607384,31.361163",GOLDEN WALK,"120.607186,31.389728",21
苏州市,合景峰汇商务广场,"120.606219,31.3649",GOLDEN WALK,"120.607186,31.389728",18
苏州市,万家邻里,"120.601529,31.361527",GOLDEN WALK,"120.607186,31.389728",23
苏州市,合景峰汇十一期,"120.606198,31.365661",GOLDEN WALK,"120.607186,31.389728",18
苏州市,合景天汇,"120.606489,31.363971",GOLDEN WALK,"120.607186,31.389728",18
苏州市,御苑家园A区,"120.600182,31.359148",GOLDEN WALK,"120.607186,31.389728",24
苏州市,天房浅隐林泉,"120.591671,31.366307",GOLDEN WALK,"120.607186,31.389728",24
苏州市,佳和广场,"120.739442,31.675256",常熟市中医院,"120.775296,31.679091",21
苏州市,汇丰时代广场,"120.755808,31.6774",常熟市中医院,"120.775296,31.679091",12
苏州市,明日星城第五园,"120.743849,31.680481",常熟市中医院,"120.775296,31.679091",21
苏州市,信一广场,"120.758803,31.674661",常熟市中医院,"120.775296,31.679091",11
苏州市,明日星城日锦园,"120.742133,31.677731",常熟市中医院,"120.775296,31.679091",20
苏州市,紫金豪园,"120.742391,31.67186",常熟市中医院,"120.775296,31.679091",22
苏州市,长江路383号,"120.750065,31.670009",常熟市中医院,"120.775296,31.679091",18
苏州市,亿象新天地,"120.609745,31.379699",平江医院,"120.600876,31.334489",39
苏州市,玉成家园二期,"120.609007,31.384825",平江医院,"120.600876,31.334489",40
苏州市,玉成家园三期,"120.609977,31.389051",平江医院,"120.600876,31.334489",43
苏州市,玉成家园一期,"120.611315,31.381935",平江医院,"120.600876,31.334489",40
苏州市,首开班芙春天花园北区,"120.603959,31.380637",平江医院,"120.600876,31.334489",36
苏州市,首开班芙春天花园南区,"120.604128,31.378905",平江医院,"120.600876,31.334489",36
苏州市,华润橡树湾一期,"120.607591,31.376939",平江医院,"120.600876,31.334489",36
苏州市,华润橡树湾二期,"120.607217,31.378421",平江医院,"120.600876,31.334489",36
苏州市,华润橡树湾3期,"120.607807,31.381498",平江医院,"120.600876,31.334489",38
苏州市,瑞富广场公寓,"120.625106,31.291524",苏州瑞金医院,"120.640991,31.255941",26
苏州市,西二路散盘,"120.623037,31.289471",苏州瑞金医院,"120.640991,31.255941",25
苏州市,内马路8号,"120.631275,31.284572",苏州瑞金医院,"120.640991,31.255941",19
苏州市,内马路7号,"120.629792,31.28513",苏州瑞金医院,"120.640991,31.255941",19
苏州市,赛格又一城,"120.574561,31.282864",狮山当代MOMA-商业广场,"120.530949,31.277129",24
苏州市,星悦湾商务广场,"120.576938,31.271499",狮山当代MOMA-商业广场,"120.530949,31.277129",29
苏州市,益锦苑,"120.585708,31.275417",狮山当代MOMA-商业广场,"120.530949,31.277129",35
苏州市,香缇商务广场,"120.571571,31.28247",狮山当代MOMA-商业广场,"120.530949,31.277129",21
苏州市,晋源水岸花苑,"120.584586,31.270331",狮山当代MOMA-商业广场,"120.530949,31.277129",35
苏州市,横塘东街45号,"120.586053,31.274601",狮山当代MOMA-商业广场,"120.530949,31.277129",35
苏州市,横塘西街小区,"120.583117,31.273766",狮山当代MOMA-商业广场,"120.530949,31.277129",31
苏州市,横塘路88号,"120.582534,31.272144",狮山当代MOMA-商业广场,"120.530949,31.277129",30
苏州市,东街散盘,"120.522772,31.249948",狮山当代MOMA-商业广场,"120.530949,31.277129",20
苏州市,姜窑新村,"120.514336,31.247079",狮山当代MOMA-商业广场,"120.530949,31.277129",27
苏州市,金运花园,"120.511785,31.239702",狮山当代MOMA-商业广场,"120.530949,31.277129",29
苏州市,石家弄4号,"120.603204,31.316153",苏州大学附属第二医院三香路院区,"120.58441,31.295255",22
苏州市,阊胥路798号,"120.60369,31.313598",苏州大学附属第二医院三香路院区,"120.58441,31.295255",20
苏州市,石灰南弄14号,"120.601167,31.321335",苏州大学附属第二医院三香路院区,"120.58441,31.295255",25
苏州市,殳家墙门,"120.60051,31.320289",苏州大学附属第二医院三香路院区,"120.58441,31.295255",24
苏州市,广济路235号,"120.601712,31.32075",苏州大学附属第二医院三香路院区,"120.58441,31.295255",26
苏州市,潭子里散盘,"120.599982,31.318845",苏州大学附属第二医院三香路院区,"120.58441,31.295255",23
苏州市,建屋芳洲,"120.746481,31.313342",玲珑家,"120.696893,31.329093",35
苏州市,兆润云顶汇,"120.734701,31.325144",玲珑家,"120.696893,31.329093",21
苏州市,湖畔天城,"120.737981,31.317988",玲珑家,"120.696893,31.329093",27
苏州市,海悦花园四区,"120.750154,31.321533",玲珑家,"120.696893,31.329093",31
苏州市,海悦花园二区,"120.749295,31.31568",玲珑家,"120.696893,31.329093",36
苏州市,海悦花园七区,"120.74629,31.322268",玲珑家,"120.696893,31.329093",31
苏州市,海悦花园三区,"120.750577,31.318858",玲珑家,"120.696893,31.329093",33
苏州市,海悦花园六区,"120.746193,31.318939",玲珑家,"120.696893,31.329093",31
苏州市,自由水岸花园,"120.741518,31.317623",玲珑家,"120.696893,31.329093",28
苏州市,石家弄4号,"120.603204,31.316153",金鹰国际广场(狮山路店),"120.549979,31.293423",38
苏州市,汇通大厦,"120.592796,31.305762",金鹰国际广场(狮山路店),"120.549979,31.293423",26
苏州市,国展中心广场,"120.600974,31.308696",金鹰国际广场(狮山路店),"120.549979,31.293423",33
苏州市,西民庆里散盘,"120.602664,31.311524",金鹰国际广场(狮山路店),"120.549979,31.293423",33
苏州市,时代晶华,"120.602295,31.311012",金鹰国际广场(狮山路店),"120.549979,31.293423",33
苏州市,阊胥路798号,"120.60369,31.313598",金鹰国际广场(狮山路店),"120.549979,31.293423",35
苏州市,北许巷散盘,"120.589489,31.309611",金鹰国际广场(狮山路店),"120.549979,31.293423",27
苏州市,殳家墙门,"120.60051,31.320289",金鹰国际广场(狮山路店),"120.549979,31.293423",39
苏州市,潭子里散盘,"120.599982,31.318845",金鹰国际广场(狮山路店),"120.549979,31.293423",38
苏州市,蓝天广场,"120.560058,31.318783",旅游急救医院,"120.603436,31.321844",26
苏州市,新区港龙城市商业广场,"120.546923,31.313041",旅游急救医院,"120.603436,31.321844",36
苏州市,枫秀苑,"120.542029,31.316785",旅游急救医院,"120.603436,31.321844",35
苏州市,富康新村,"120.542865,31.311668",旅游急救医院,"120.603436,31.321844",39
苏州市,金枫国际,"120.530813,31.274305",新区港龙城购物中心,"120.558795,31.286891",20
苏州市,嘉业阳光假日三期,"120.53063,31.282304",新区港龙城购物中心,"120.558795,31.286891",15
苏州市,嘉业阳光假日一二期,"120.533838,31.282553",新区港龙城购物中心,"120.558795,31.286891",15
苏州市,新升新苑,"120.537009,31.281353",新区港龙城购物中心,"120.558795,31.286891",13
苏州市,万枫家园,"120.53422,31.275795",新区港龙城购物中心,"120.558795,31.286891",18
苏州市,世纪花园（高新）,"120.54286,31.28242",新区港龙城购物中心,"120.558795,31.286891",9
苏州市,嘉业阳光假日四期,"120.534009,31.280405",新区港龙城购物中心,"120.558795,31.286891",15
苏州市,嘉业阳光假日五期,"120.531128,31.281076",新区港龙城购物中心,"120.558795,31.286891",17
杭州市,水韵四维苑南区,"120.140605,30.376698",星空里,"120.125595,30.334005",34
杭州市,佳维新苑,"120.143581,30.383618",星空里,"120.125595,30.334005",39
杭州市,水韵四维苑北区,"120.140045,30.37864",星空里,"120.125595,30.334005",35
杭州市,宸瀚里,"120.141164,30.381111",星空里,"120.125595,30.334005",37
杭州市,水韵康桥康锦苑,"120.132501,30.371816",星空里,"120.125595,30.334005",31
杭州市,旭辉府,"120.135795,30.383681",星空里,"120.125595,30.334005",38
杭州市,旭辉贤君庭,"120.135677,30.381452",星空里,"120.125595,30.334005",36
杭州市,祥生绿都京杭府,"120.133006,30.383526",星空里,"120.125595,30.334005",38
杭州市,中河大厦,"120.170576,30.257871",杭州中兴医院,"120.189155,30.234583",25
杭州市,金峰大厦,"120.171251,30.256685",杭州中兴医院,"120.189155,30.234583",24
杭州市,鸿鼎商务楼,"120.161265,30.261787",杭州中兴医院,"120.189155,30.234583",33
杭州市,仙林福座,"120.169755,30.260065",杭州中兴医院,"120.189155,30.234583",28
杭州市,平海旺角,"120.165956,30.254352",杭州中兴医院,"120.189155,30.234583",27
杭州市,东方金座,"120.16981,30.253017",杭州中兴医院,"120.189155,30.234583",23
杭州市,下华光巷70号,"120.172449,30.253344",杭州中兴医院,"120.189155,30.234583",24
杭州市,美都广场,"120.1343,30.299035",购物城,"120.161794,30.272797",26
杭州市,远洋杭州大运河商务区,"120.142867,30.304787",购物城,"120.161794,30.272797",28
杭州市,杨家门小区,"120.138985,30.297371",购物城,"120.161794,30.272797",23
杭州市,银都大厦,"120.14938,30.290451",购物城,"120.161794,30.272797",21
杭州市,日森大厦,"120.147514,30.289505",购物城,"120.161794,30.272797",16
杭州市,众鑫城上城二期,"120.173549,30.2267",杭州市中医院西湖分院,"120.123679,30.239456",32
杭州市,平安里,"120.1736,30.228904",杭州市中医院西湖分院,"120.123679,30.239456",31
杭州市,永昌坝,"120.177,30.232094",杭州市中医院西湖分院,"120.123679,30.239456",34
杭州市,北落马营,"120.175829,30.226073",杭州市中医院西湖分院,"120.123679,30.239456",33
杭州市,城南家园,"120.175573,30.225122",杭州市中医院西湖分院,"120.123679,30.239456",34
杭州市,候潮公寓,"120.173666,30.22739",杭州市中医院西湖分院,"120.123679,30.239456",32
杭州市,望江新园一园,"120.183965,30.233873",杭州市中医院西湖分院,"120.123679,30.239456",42
杭州市,望江家园西园,"120.188546,30.232264",杭州市中医院西湖分院,"120.123679,30.239456",47
杭州市,二凉亭,"120.178382,30.222956",杭州市中医院西湖分院,"120.123679,30.239456",37
杭州市,申瑞国际银座,"120.099634,30.307006",都市生活广场,"120.094703,30.323547",13
杭州市,同人精华,"120.098465,30.30241",都市生活广场,"120.094703,30.323547",15
杭州市,德泰御峰大厦,"120.110347,30.301066",都市生活广场,"120.094703,30.323547",19
杭州市,方家花苑,"120.108591,30.304262",都市生活广场,"120.094703,30.323547",17
杭州市,芳满庭,"120.106715,30.29628",都市生活广场,"120.094703,30.323547",22
杭州市,三坝雅苑,"120.0995,30.304966",都市生活广场,"120.094703,30.323547",14
杭州市,和苑小区,"120.103845,30.301663",都市生活广场,"120.094703,30.323547",18
