中心小区名称,竞品小区名称,距离
珊瑚沙家园,恒大水晶国际广场,0.79
珊瑚沙家园,之江之芯,0.92
珊瑚沙家园,之江九里,0.83
珊瑚沙家园,云溪V墅,0.85
珊瑚沙家园,大家之江悦,0.73
珊瑚沙家园,西湖墅,0.33
珊瑚沙家园,云荷廷,0.61
珊瑚沙家园,群升万国天地,0.86
珊瑚沙家园,祥生云溪新语,0.69
珊瑚沙家园,公元沐桥,0.49
珊瑚沙家园,盛世诚品,0.49
珊瑚沙家园,栢学荟商业中心,0.62
西溪新城市,西溪蝶园一期,0.92
西溪新城市,西溪九号,0.61
西溪新城市,西溪花园,0.32
西溪新城市,云起中心,0.72
西溪新城市,西溪水岸花苑,0.85
金浦明苑东区,新白马公寓,0.66
金浦明苑东区,众安国泰花园,0.58
金浦明苑东区,国泰大厦,0.55
金浦明苑东区,北辰国颂府,0.87
金浦明苑东区,太古广场,0.43
金浦明苑东区,盛元蓝爵国际,0.95
金浦明苑东区,众安恒隆广场,0.71
金浦明苑东区,心意广场,0.5
金浦明苑东区,市心中路1028号,0.5
金浦明苑东区,高运锦园,0.98
金浦明苑东区,永盛家园,0.82
金浦明苑东区,知稼苑,0.83
金浦明苑东区,融创臻源锦宁里,0.94
金浦明苑东区,华润万象汇,0.78
金浦明苑东区,家乐公寓,0.79
金浦明苑东区,城品华庭,0.89
金浦明苑东区,开元加州阳光广场,0.99
金浦明苑东区,银河小区,0.9
金浦明苑东区,绿地G合里金宸,0.82
金浦明苑东区,东信莱茵园,0.3
金浦明苑东区,金帝高新科技广场,0.85
金浦明苑东区,帝凯大厦,0.36
金浦明苑东区,金浦明苑西区,0.2
金浦明苑东区,萧山时代广场,0.97
金浦明苑东区,汇通大厦,0.61
金浦明苑东区,绿都世贸广场,0.63
金浦明苑东区,开元名都,0.95
金浦明苑东区,合景天誉,0.92
金浦明苑东区,德鸿公寓,0.83
金浦明苑东区,欢腾金座,0.67
金浦明苑东区,天汇园,0.71
金浦明苑东区,糖朝,0.77
时代滨江丹枫四季,金铂湾,0.79
时代滨江丹枫四季,海威新界,0.73
时代滨江丹枫四季,星耀星澜之城,0.5
时代滨江丹枫四季,星耀城,0.28
时代滨江丹枫四季,寰宇天下,0.65
时代滨江丹枫四季,缤纷西苑,0.64
时代滨江丹枫四季,缤纷北苑,0.8
时代滨江丹枫四季,海威钱塘之星,0.7
时代滨江丹枫四季,滨江金茂府,0.45
时代滨江丹枫四季,钱塘春晓花园,0.8
时代滨江丹枫四季,缤纷小区,0.88
时代滨江丹枫四季,钱塘春晓大厦,0.67
时代滨江丹枫四季,江滨澜廷,0.74
钱江国际广场,北郡中央公馆,0.51
钱江国际广场,群升星河印象中心,0.38
钱江国际广场,美致生活广场,0.19
钱江国际广场,万盛商贸城公寓,0.42
北景园水镜苑,新天地尚座,0.72
北景园水镜苑,北景园荷风苑,0.23
北景园水镜苑,阳光银泰城,1.0
北景园水镜苑,北景园兰清苑,0.29
北景园水镜苑,北景园芳洲苑,0.19
北景园水镜苑,新天地G193广场,0.95
北景园水镜苑,新天地世嘉新座,0.78
北景园水镜苑,祥和人家,0.44
北景园水镜苑,北景园紫荆苑,0.71
北景园水镜苑,北景园菊香苑,0.5
北景园水镜苑,世嘉铭座,0.96
北景园水镜苑,北景园竹邻苑,0.65
北景园水镜苑,北景园莲趣苑,0.49
龙湖春森俪湾,银城云谷天境,0.24
龙湖春森俪湾,都市阳光嘉苑,0.63
龙湖春森俪湾,都市阳光和苑,0.34
龙湖春森俪湾,紫雅云邸,0.97
龙湖春森俪湾,吉鸿家园临秀苑,0.52
龙湖春森俪湾,都市阳光乐苑,0.2
龙湖春森俪湾,古墩彩虹轩,0.95
龙湖春森俪湾,五幸银座,0.93
龙湖春森俪湾,吉鸿家园和景苑,0.68
龙湖春森俪湾,凯盛公寓,0.77
龙湖春森俪湾,墩莳家园,0.63
龙湖春森俪湾,绿都云和湖,0.56
龙湖春森俪湾,德泽家园,0.35
龙湖春森俪湾,三墩景溪南苑,0.77
龙湖春森俪湾,都市阳光华苑,0.4
龙湖春森俪湾,吉鸿家园望昕苑,0.51
龙湖春森俪湾,三墩景溪北苑,0.97
协同村,温兴风情苑,0.47
协同村,中栋国际,0.44
协同村,歌山品悦府,0.81
协同村,兴盛花园,0.73
协同村,六眼井,0.93
协同村,花曜里,0.66
协同村,闻博花城,0.95
协同村,金色钱塘,0.85
协同村,西兴老社区,0.96
协同村,滨江御滨府,0.62
协同村,河畔花园,0.79
协同村,兴耀星漫里,0.69
协同村,中国铁建江南国际城,0.88
协同村,东原拥翠府,0.91
协同村,钱塘滨和花园,0.82
协同村,湘云雅苑,0.35
协同村,官河公寓,0.72
世茂国贸天誉湾,水墩苑一区,0.45
世茂国贸天誉湾,融创玖樟台,0.67
世茂国贸天誉湾,天阳文晖,0.97
世茂国贸天誉湾,金色黎明一期,0.85
世茂国贸天誉湾,滨江曙光之城,0.39
世茂国贸天誉湾,草庄景墅,0.49
世茂国贸天誉湾,广宇东港空间,0.56
世茂国贸天誉湾,笕东嘉苑,0.66
世茂国贸天誉湾,滨江德信东方星城,0.41
世茂国贸天誉湾,万科公园大道,0.76
世茂国贸天誉湾,东港嘉苑二区,0.36
世茂国贸天誉湾,春来雅庭,0.9
世茂国贸天誉湾,绿城春来晓园,0.69
世茂国贸天誉湾,恒祺克拉天玺,0.82
世茂国贸天誉湾,春宸上府,0.8
世茂国贸天誉湾,东港嘉苑一区,0.4
世茂国贸天誉湾,浙商国际中心,0.63
世茂国贸天誉湾,花园新宸府,0.58
世茂国贸天誉湾,万科草庄,0.75
世茂国贸天誉湾,花园府,0.95
世茂国贸天誉湾,德信浙旅东宸,0.87
世茂国贸天誉湾,东港嘉苑三区,0.59
世茂国贸天誉湾,远洋万和四季,0.67
世茂国贸天誉湾,广宇东润大厦,0.48
秀月家园北区,秀月家园桂月苑,0.15
秀月家园北区,秀月家园南区,0.2
秀月家园北区,秀里华庭,0.67
秀月家园北区,新星小区,0.75
秀月家园北区,金源公寓(西湖),0.94
秀月家园北区,首开国风美域,0.55
秀月家园北区,丽晶湾,0.8
秀月家园北区,红杉雅园,0.77
秀月家园北区,都市水乡水碧苑,0.77
秀月家园北区,天阳美林湾,0.36
秀月家园北区,都市水乡水月苑,0.62
秀月家园北区,景瑞申花郡,0.64
秀月家园北区,都市水乡水清苑,0.81
秀月家园北区,赞成星谷,0.64
秀月家园北区,都市水乡水秀苑,0.3
秀月家园北区,嘉华公寓,0.37
秀月家园北区,新世纪花苑,0.54
秀月家园北区,天虹公寓,0.9
秀月家园北区,中旅紫金名门,1.0
秀月家园北区,杭三公寓,0.96
秀月家园北区,三墩美都公寓,0.75
秀月家园北区,雍荣华庭,0.87
秀月家园北区,金地繁华里,0.97
秀月家园北区,金帝花园,0.72
秀月家园北区,雍景湾(拱墅),1.0
秀月家园北区,都市水乡水映苑,0.55
秀月家园北区,金厦公寓,0.83
秀月家园北区,润达花园,0.59
秀月家园北区,龙湖紫金上城,0.42
秀月家园北区,祥符佳苑,0.81
春江名苑,滨江钱塘印象,0.72
春江名苑,近江家园二园,0.93
春江名苑,望江家园东园,0.59
春江名苑,婺江家园一园,0.93
春江名苑,闻潮尚庭,0.54
春江名苑,望江家园西园,0.67
春江名苑,近江家园三园,0.95
春江名苑,望江府,0.38
春江名苑,滨江金色家园,0.99
春江名苑,绿城蓝色钱江,0.37
春江名苑,近江家园八园,0.83
春江名苑,近江家园七园,0.87
春江名苑,水岸枫庭,0.62
春江名苑,仁滨公寓,0.63
春江名苑,近江家园六园,1.0
春江名苑,上品华庭,0.78
春江名苑,阳光海岸,0.52
春江名苑,赞成林风和风苑,0.37
春江名苑,赞成林风沁林苑,0.12
春江名苑,近江家园九园,0.99
春江名苑,新绿园,0.45
春江名苑,康都紫轩,0.81
春江名苑,钱江候潮府,0.77
春江名苑,闻潮一品公寓,0.47
春江名苑,近江家园四园,0.81
春江名苑,金色海岸,1.0
春江名苑,赞成林风映水苑,0.22
西中圣和花园,顺发旭辉国悦府,0.51
西中圣和花园,怡和公寓,0.19
西中圣和花园,城河公寓,0.82
西中圣和花园,沁茵园,0.59
西中圣和花园,广聚公寓,0.12
西中圣和花园,潇湘公寓,1.0
西中圣和花园,旺角晶座,0.66
西中圣和花园,顺发旺角城,0.44
西中圣和花园,众安恒隆广场,0.9
西中圣和花园,萧然人家,0.24
西中圣和花园,城河街6号,0.84
西中圣和花园,永盛家园,0.95
西中圣和花园,同和公寓,0.36
西中圣和花园,怡佳公寓,0.31
西中圣和花园,金茂大厦,0.79
西中圣和花园,融信萧山公馆,0.87
西中圣和花园,顺发旺角城二期,0.27
西中圣和花园,华瑞湘湖林语,0.85
西中圣和花园,西山公寓,0.53
西中圣和花园,融创臻源锦宁里,0.7
西中圣和花园,城北新村,0.55
西中圣和花园,家乐公寓,0.86
西中圣和花园,城中花园(萧山),0.8
西中圣和花园,西河公寓,0.94
西中圣和花园,星都花园(萧山),0.71
西中圣和花园,绿地G合里金宸,0.95
西中圣和花园,美之园东区,0.9
西中圣和花园,金帝高新科技广场,0.98
西中圣和花园,汇恒公寓,0.28
西中圣和花园,井泉苑,0.48
西中圣和花园,天润商业中心,0.33
西中圣和花园,牛脚湾住宅小区,0.47
西中圣和花园,西湘公寓,0.37
西中圣和花园,河滨路4号,0.88
西中圣和花园,里横河社区,0.65
西中圣和花园,合景天誉,0.72
绿城桂语映月,梓树花苑,0.57
绿城桂语映月,祥生银湖新语,0.61
绿城桂语映月,阳光城悦景湾,0.74
绿城桂语映月,祥生银湖宸语,0.28
绿城桂语映月,施家园花苑南区,0.9
联锦大厦,中山花园,0.51
联锦大厦,永通信息广场,0.55
联锦大厦,金都华庭,0.36
联锦大厦,中山北路小区,0.57
联锦大厦,紫庭花园,0.7
联锦大厦,河西南38号,0.18
联锦大厦,京都苑,0.39
联锦大厦,新湖武林国际公寓,0.54
联锦大厦,滨河公寓,0.26
联锦大厦,施家桥,0.16
联锦大厦,大营盘,0.78
联锦大厦,沙田里,0.65
联锦大厦,小北门,0.67
联锦大厦,雅兰公寓,0.79
联锦大厦,平凡里公寓,0.57
联锦大厦,青园小区,0.93
联锦大厦,打铁关小区,0.48
联锦大厦,水星阁,0.56
联锦大厦,绿城深蓝广场,0.25
联锦大厦,九龙仓君玺,0.83
联锦大厦,打铁关外聘楼,0.61
联锦大厦,流水北苑,0.98
联锦大厦,朝晖二区,0.71
联锦大厦,大家武林府,0.34
联锦大厦,绿洲花园,0.23
联锦大厦,利兹城市公寓,0.9
联锦大厦,黎明园,0.98
联锦大厦,光辉岁月公寓,0.53
联锦大厦,嘉汇大厦,0.1
联锦大厦,钛合国际,0.11
联锦大厦,西湖新城,0.53
联锦大厦,胭脂新村,0.73
联锦大厦,国都发展大厦,0.25
联锦大厦,新坝,0.62
联锦大厦,中北西子花园,0.47
联锦大厦,艮山上,0.86
联锦大厦,和平小区,0.4
联锦大厦,朝晖一区,0.75
联锦大厦,中山北园,0.42
联锦大厦,流水苑,0.88
联锦大厦,施家花园,0.11
联锦大厦,文晖里,0.59
联锦大厦,通盛嘉苑,0.5
联锦大厦,文晖苑,0.81
联锦大厦,木庵小区,0.68
联锦大厦,星都嘉苑,0.54
联锦大厦,绿洲之馨公寓,0.29
联锦大厦,朝晖四区,0.99
联锦大厦,中北花园,0.45
联锦大厦,田家桥,0.71
联锦大厦,打铁关新村,0.9
联锦大厦,环城北路小区,0.91
联锦大厦,河罕上,0.95
联锦大厦,御跸苑,0.82
联锦大厦,西子大厦,0.98
同协金座,华悦大厦,0.92
同协金座,郡枫绿园西区,0.47
同协金座,亿城雅苑,0.81
同协金座,元都新景公寓,0.99
同协金座,春和云境,0.46
同协金座,龙湖名景台二期,0.81
同协金座,龙湖花盛郦城,0.29
同协金座,元都新苑,0.78
同协金座,同协雅苑,0.31
同协金座,润和亿城嘉园,0.98
同协金座,远洋香奈,0.74
同协金座,田逸之星,0.67
同协金座,郡枫绿园东区,0.6
同协金座,保利都和轩,0.67
同协金座,华润翠庭,0.98
同协金座,龙湖名景台一期,0.55
同协金座,中旅城仕公馆,0.84
金地繁华里,新华苑,0.21
金地繁华里,秀月家园南区,0.93
金地繁华里,融信孔雀蓝轩,0.77
金地繁华里,丽晶湾,0.3
金地繁华里,复尚发展大厦,0.55
金地繁华里,远洋建华宸章新邸,0.8
金地繁华里,天阳美林湾,0.61
金地繁华里,景瑞申花郡,0.33
金地繁华里,复地壹中心,0.71
金地繁华里,赞成星谷,0.44
金地繁华里,新城金镶玉,0.56
金地繁华里,融信孔雀蓝郡,0.38
金地繁华里,景致公寓,1.0
金地繁华里,望林府,0.99
金地繁华里,雍荣华庭,0.43
金地繁华里,秀月家园北区,0.97
金地繁华里,雍景湾(拱墅),0.34
金地繁华里,荣安春月杭宁府,0.81
金地繁华里,祥符新村,0.5
金地繁华里,星尚发展大厦,0.82
金地繁华里,都市水乡水映苑,0.93
金地繁华里,祥符佳苑,0.18
金地繁华里,中梁申花百悦公馆,0.74
金地繁华里,汀澜府,0.57
金龙花园,嘉南公寓,0.98
金龙花园,南都商居,0.39
金龙花园,米兰商厦,0.49
金龙花园,上林春天,0.93
金龙花园,广业影城嘉园,0.5
金龙花园,鑫龙公寓,0.33
金龙花园,滨江中杭小区,0.53
金龙花园,新天地单身公寓,0.88
金龙花园,城中小区,0.33
金龙花园,世纪花城,0.8
金龙花园,瑶琳小区,0.18
金龙花园,江南小区,0.44
金龙花园,迎春公寓,0.8
金龙花园,富欧罗兰公寓,0.33
金龙花园,励骏花园,0.96
金龙花园,南洋新村,0.85
金龙花园,金马新苑,0.29
金龙花园,红楼之星,0.86
金龙花园,江城墅园,0.74
金龙花园,一品江山,0.6
金龙花园,乔林新城,0.91
金龙花园,瑶琳嘉苑,0.5
金龙花园,文苑,0.89
大关西六苑,长乐北苑,0.3
大关西六苑,远洋国际中心,0.61
大关西六苑,大关东一苑,0.7
大关西六苑,玉兔路小区,0.28
大关西六苑,大关东五苑,0.38
大关西六苑,大关东十苑,0.55
大关西六苑,绿城西子锦兰公寓,0.63
大关西六苑,大浒东苑,0.77
大关西六苑,滨江望品,0.72
大关西六苑,大关南六苑,0.88
大关西六苑,大关西三苑,0.21
大关西六苑,大关南四苑,0.7
大关西六苑,大关西四苑,0.24
大关西六苑,大关南三苑,0.97
大关西六苑,远洋公馆,0.98
大关西六苑,大关南九苑,0.92
大关西六苑,紫荆家园,0.94
大关西六苑,大关东八苑,0.57
大关西六苑,大关西八苑,0.33
大关西六苑,绍兴新村,0.99
大关西六苑,远洋杭州大运河商务区,0.81
大关西六苑,大关东九苑,0.68
大关西六苑,融创金成杭源里,0.45
大关西六苑,霞湾巷小区,0.95
大关西六苑,三塘人家,0.77
大关西六苑,长乐南苑,0.33
大关西六苑,大关东三苑,0.54
大关西六苑,大关东六苑,0.4
大关西六苑,万通中心,0.58
大关西六苑,大关南一苑,0.91
大关西六苑,香吉公寓,0.72
大关西六苑,大关东七苑,0.51
大关西六苑,大关东四苑,0.56
大关西六苑,大关东二苑,0.64
大关西六苑,大关西七苑,0.27
大关西六苑,香兰名院,0.47
大关西六苑,大浒西苑,0.87
大关西六苑,八丈井新村,0.78
大关西六苑,大关西五苑,0.43
东都公寓,东方公寓,0.77
东都公寓,望钱塘云庄,0.46
东都公寓,越秀亲爱里,0.84
东都公寓,鑫运时代金座,0.9
东都公寓,香滨湾花园,0.86
东都公寓,新江花园,0.81
东都公寓,锦江半岛,0.92
东都公寓,东华苑,0.53
东都公寓,汇隆风林公寓,0.19
东都公寓,阳光景台公寓,0.75
东都公寓,招商武林郡,0.95
苏家潭,梦秀公寓,0.72
苏家潭,高桥小区,0.72
苏家潭,城河公寓,0.83
苏家潭,瀚府,0.62
苏家潭,百尺溇,0.53
苏家潭,潇湘公寓,0.97
苏家潭,南门江住宅区,0.48
苏家潭,南市花园,0.5
苏家潭,南峰公寓,0.7
苏家潭,城河街6号,0.76
苏家潭,南江公寓,0.44
苏家潭,萧然西路585号,0.61
苏家潭,水亭址,0.92
苏家潭,南欣公寓,0.42
苏家潭,周家河头,0.4
苏家潭,西河公寓,0.67
苏家潭,庙西王,0.17
苏家潭,太平弄社区,0.29
苏家潭,万向城市花园,0.87
苏家潭,高润公寓,0.92
苏家潭,香江大厦,0.96
苏家潭,萧山金城花园,0.89
苏家潭,麻纺厂住宅区,0.39
苏家潭,潘水苑,0.9
苏家潭,怡景公寓,0.45
苏家潭,萧然之芯,0.65
苏家潭,崇化住宅区,0.64
苏家潭,河滨路4号,0.69
苏家潭,里横河社区,1.0
苏家潭,三碰桥,0.01
南钻金座,发展公寓,0.98
南钻金座,耀辰商业名座,0.88
南钻金座,馨星大厦,0.3
南钻金座,金马公寓,0.66
南钻金座,光耀府,0.98
南钻金座,金马名仕园,0.35
南钻金座,徐家河公寓,0.83
南钻金座,金帝柠檬公寓,0.91
南钻金座,育才东苑,0.95
南钻金座,中天云望,0.83
南钻金座,商城东苑,0.86
南钻金座,萧悦中御府,0.89
南钻金座,丽华公寓,0.94
南钻金座,站前路25号,0.24
南钻金座,柳桥名城,0.09
南钻金座,龙湖融信天琅府,0.69
南钻金座,商城西村,0.58
春江时代花园,锦绣江南,0.55
春江时代花园,中奥江锦国际,0.83
春江时代花园,水印城,0.18
春江时代花园,白金海岸,0.32
春江时代花园,中南公寓,0.72
春江时代花园,海威国际公寓,0.47
春江时代花园,半岛国际,0.4
春江时代花园,君尚金座,0.85
和平小区,中山花园,0.9
和平小区,永通信息广场,0.63
和平小区,金都华庭,0.18
和平小区,中山北路小区,0.96
和平小区,紫庭花园,0.42
和平小区,河西南38号,0.34
和平小区,京都苑,0.36
和平小区,新湖武林国际公寓,0.73
和平小区,滨河公寓,0.51
和平小区,流水东苑,0.88
和平小区,五里塘苑,0.94
和平小区,施家桥,0.24
和平小区,温馨家园,0.9
和平小区,大营盘,0.87
和平小区,沙田里,0.38
和平小区,雅兰公寓,0.47
和平小区,平凡里公寓,0.18
和平小区,打铁关小区,0.14
和平小区,水星阁,0.83
和平小区,绿城深蓝广场,0.65
和平小区,九龙仓君玺,0.51
和平小区,打铁关外聘楼,0.21
和平小区,流水北苑,0.61
和平小区,朝晖二区,0.65
和平小区,大家武林府,0.63
和平小区,绿洲花园,0.25
和平小区,利兹城市公寓,0.87
和平小区,云天财富中心,0.88
和平小区,永康苑,1.0
和平小区,宝善公寓,0.96
和平小区,光辉岁月公寓,0.21
和平小区,嘉汇大厦,0.5
和平小区,钛合国际,0.45
和平小区,西湖新城,0.87
和平小区,国都发展大厦,0.64
和平小区,新坝,0.79
和平小区,中北西子花园,0.78
和平小区,艮山上,0.67
和平小区,联锦大厦,0.4
和平小区,朝晖一区,0.88
和平小区,中山北园,0.79
和平小区,流水苑,0.57
和平小区,施家花园,0.45
和平小区,文晖里,0.36
和平小区,通盛嘉苑,0.73
和平小区,木庵小区,0.74
和平小区,星都嘉苑,0.3
和平小区,绿洲之馨公寓,0.45
和平小区,汇融公寓,0.67
和平小区,朝晖四区,0.9
和平小区,中北花园,0.79
和平小区,现代家园,0.64
和平小区,田家桥,0.99
和平小区,打铁关新村,0.52
和平小区,环城北路小区,0.77
和平小区,河罕上,0.67
和平小区,通宝商厦,0.92
和平小区,艮山福居,0.8
和平小区,御跸苑,0.85
桃李望湖里,如意云庭,0.53
桃李望湖里,苕溪人家,0.27
桃李望湖里,筑境花园,0.91
桃李望湖里,金城华府,0.11
桃李望湖里,远洋山水花园,0.49
桃李望湖里,回龙公寓,0.99
桃李望湖里,望湖花园,0.73
桃李望湖里,美的滨湖翠邸,0.29
桃李望湖里,湖山新村,0.21
桃李望湖里,明泰苑,1.0
桃李望湖里,大家·锦悦栖溪轩,0.54
桃李望湖里,滨湖天地,0.39
桃李望湖里,绿城玉兰花园,0.51
桃李望湖里,绿城钱王文化广场锦玉园,0.89
桃李望湖里,临东小区,0.32
桃李望湖里,碧桂苑,0.7
桃李望湖里,水华苑,0.97
桃李望湖里,钱王公寓,1.0
桃李望湖里,水岸明珠,0.46
桃李望湖里,中赢时代风景,0.81
桃李望湖里,云珀府,0.83
桃李望湖里,星港9月,0.93
桃李望湖里,葡萄园小区,0.76
桃李望湖里,万马伊顿庄园,0.74
花样年对越天,云翠金澜府,0.36
花样年对越天,金科博翠碧蓝湾,0.57
花样年对越天,越秀前滩名邸,0.33
花样年对越天,滨江兴耀江翠轩,0.97
花样年对越天,越秀天萃名邸,0.22
花样年对越天,建华家苑,0.55
花样年对越天,汇港城,0.97
花样年对越天,中南棠玥湾,0.57
花样年对越天,栖江揽月轩,0.98
花样年对越天,云悦湾,0.64
花样年对越天,建发华发江华玺云,0.8
花样年对越天,翠揽云境,0.71
南北盛德国际,风雅乐府,0.43
南北盛德国际,万科北宸之光二期,0.34
南北盛德国际,越秀星汇园,0.63
南北盛德国际,耀翔悦尚,0.72
南北盛德国际,融创瑷颐湾,0.92
南北盛德国际,宸北花苑一期,0.24
南北盛德国际,德信大家运河云庄,0.78
南北盛德国际,滨江万家名城二期,0.69
南北盛德国际,昌运里二区,0.75
南北盛德国际,滨江万家名城一期,0.56
南北盛德国际,长吴公寓二期,0.95
南北盛德国际,万科北宸之光三期拱宸,0.53
南北盛德国际,昌运里一区,0.68
南北盛德国际,德信杭州ONE,0.83
南北盛德国际,大华海派风景,0.26
南北盛德国际,东哲云邸,0.94
南北盛德国际,璀璨澜宸府,0.61
南北盛德国际,万科杭宸一期,0.98
南北盛德国际,诗方轩二期,0.91
南北盛德国际,天鸿香榭里,0.72
南北盛德国际,瑞麒时代金座,0.87
南北盛德国际,迪凯运河印象,0.48
南北盛德国际,凯喜雅锦河湾,0.69
南北盛德国际,世茂璀璨澜庭,0.98
南北盛德国际,方正荷塘月色,0.84
沁东润府,新街社区,0.94
沁东润府,东城丽景,0.56
沁东润府,乔中永和苑,0.5
沁东润府,如玺华院,0.75
沁东润府,春曼雅庐,0.29
沁东润府,东冠逸景花苑,0.74
沁东润府,丰惠家园,0.71
沁东润府,兴安公寓,0.72
沁东润府,乔司商贸苑,0.92
沁东润府,阳光绿色雅苑,0.69
沁东润府,中景华庭,0.41
沁东润府,紫晶时代,0.74
三塘菊园,东新园孚信苑,0.46
三塘菊园,三塘桂园,0.22
三塘菊园,长木新村,0.9
三塘菊园,长德公寓,0.43
三塘菊园,华江宿舍,0.62
三塘菊园,三塘沁园,0.29
三塘菊园,东新园新湖苑,0.73
三塘菊园,长兴公寓,0.21
三塘菊园,东新园望景苑,0.77
三塘菊园,东新园雪峰苑,0.92
三塘菊园,三塘柳园,0.62
三塘菊园,东新园茗盛苑,0.9
三塘菊园,灯塔豪园,0.79
三塘菊园,灯塔新村,0.33
三塘菊园,三塘桃园,0.47
三塘菊园,荣安春熙上和湾,0.87
三塘菊园,三塘北村,0.77
三塘菊园,重机宿舍,0.68
三塘菊园,长木里,0.73
三塘菊园,中粮方圆府,0.9
三塘菊园,东新府,0.9
三塘菊园,俞汇巷小区,0.47
三塘菊园,三塘南村,0.83
三塘菊园,六塘公寓,0.5
三塘菊园,西文南苑,0.97
三塘菊园,三塘汶园,0.48
三塘菊园,东新园东荷星苑,0.71
三塘菊园,居仕公寓,0.68
三塘菊园,三塘樱园,0.51
三塘菊园,香石公寓,0.59
三塘菊园,三塘兰园,0.74
三塘菊园,三塘竹园,0.13
三塘菊园,阳光城檀映里,0.63
三塘菊园,万和玺园,0.45
三塘菊园,九龙仓天御,0.91
三塘菊园,三塘高层公寓,0.26
三塘菊园,德欣城市嘉园,1.0
三塘菊园,长隆公寓,0.57
善贤人家,香源公寓,0.96
善贤人家,华江宿舍,0.89
善贤人家,西文西苑,0.64
善贤人家,国樾湾,0.98
善贤人家,望澜府,0.9
善贤人家,灯塔豪园,0.76
善贤人家,水印康庭,0.65
善贤人家,中粮方圆府,0.67
善贤人家,传宸府,0.96
善贤人家,漾河人家,0.81
善贤人家,大关东九苑,0.98
善贤人家,伟华苑小区,0.62
善贤人家,香石公寓,0.93
善贤人家,七古登人家,0.9
善贤人家,三塘兰园,0.98
善贤人家,漾河公寓,0.46
善贤人家,九龙仓天御,0.59
玲珑家园,五洋东湖春天,0.42
玲珑家园,中铁九逸,0.98
玲珑家园,星光外贸宿舍楼,0.95
玲珑家园,风荷叠翠府,0.94
玲珑家园,煊赫广场,0.86
玲珑家园,绿荷叠翠轩,0.72
玲珑家园,金世纪红枫苑,0.85
玲珑家园,长岛绿园,0.54
玲珑家园,都市港湾,0.41
玲珑家园,力达易居时代,0.77
玲珑家园,璞云府,0.35
临罗荷悦府,绿城莲园,0.88
临罗荷悦府,新月花园,0.89
临罗荷悦府,红丰综合楼西楼,0.96
临罗荷悦府,名门天第,0.92
临罗荷悦府,顺昌花园,0.9
临罗荷悦府,荷花小区,0.55
临罗荷悦府,超峰小区,0.59
临罗荷悦府,星火小区,0.73
临罗荷悦府,五洋东湖春天,0.79
临罗荷悦府,中铁九逸,0.65
临罗荷悦府,伊世纪城市花园一区,0.89
临罗荷悦府,伊世纪城市花园,0.68
临罗荷悦府,华立和郡,0.75
临罗荷悦府,区检察院宿舍,0.76
临罗荷悦府,百姓弄小区,0.86
临罗荷悦府,星光外贸宿舍楼,0.67
临罗荷悦府,临平山庄,0.9
临罗荷悦府,汀洲花苑北,0.9
临罗荷悦府,风清苑,0.78
临罗荷悦府,风荷叠翠府,0.24
临罗荷悦府,铂郡阁,0.9
临罗荷悦府,煊赫广场,0.7
临罗荷悦府,绿荷叠翠轩,0.3
临罗荷悦府,星都家园,0.66
临罗荷悦府,金世纪红枫苑,0.92
临罗荷悦府,茶语华邸,0.53
临罗荷悦府,都市港湾,0.95
临罗荷悦府,曙光嘉园,0.43
临罗荷悦府,星育佳园,0.74
临罗荷悦府,北苑新村,0.98
临罗荷悦府,格之林花园,0.61
临罗荷悦府,汀洲花苑南,0.82
临罗荷悦府,丝织弄59号,0.95
峰华雅苑,富阳宸光悦,0.48
峰华雅苑,碧桂园铂玺湾,0.65
峰华雅苑,溪畔云璟府,0.58
峰华雅苑,高桥花苑东区,0.66
峰华雅苑,金茂万科｜富景都会公寓,0.98
峰华雅苑,林溪府,0.2
峰华雅苑,新视界公寓,0.71
峰华雅苑,峰华花苑,0.44
峰华雅苑,万达悦享同心湾北区,0.69
峰华雅苑,金宇彩虹嘉都,0.6
德信大江壹号,帝凯帝景园,0.8
德信大江壹号,钱民花苑,0.23
德信大江壹号,江东锦绣名座,0.37
德信大江壹号,御东湾,0.82
德信大江壹号,江东锦苑,0.17
德信大江壹号,滨江华成大江之星,0.62
德信大江壹号,金色和庄,0.21
德信大江壹号,景悦家苑,0.63
德信大江壹号,宏河嘉园,0.86
德信大江壹号,金逸雅苑,0.52
德信大江壹号,德信大江源著,0.6
德信大江壹号,至高钱塘一品,0.18
赵家花苑,丁桥东兰轩,1.0
赵家花苑,电建地产泷悦华府,0.7
赵家花苑,广宇上东臻品,0.72
赵家花苑,广大融城印象,0.41
赵家花苑,丁桥大唐苑,0.62
赵家花苑,天阳晴朗,0.18
赵家花苑,丁桥颐景园,0.75
赵家花苑,天阳明朗,0.46
赵家花苑,吟彩芳菲之城,0.8
赵家花苑,花芸春境府,0.35
赵家花苑,广宇上东领地,0.42
赵家花苑,龙湖武林上城,0.92
赵家花苑,柏悦公馆,0.86
赵家花苑,置鼎明珠1号,0.9
赵家花苑,广宇东承府,0.8
赵家花苑,中国电建悦安嘉府,0.66
赵家花苑,广宇上东名筑,0.53
赵家花苑,启迪协信科技城,0.78
赵家花苑,湖境天宸里,0.92
赵家花苑,天阳融信东寰名邸,0.65
四维公寓,联城公寓,0.86
四维公寓,九曲营小区,0.74
四维公寓,龙王公寓,0.38
四维公寓,赵家弄(余杭),0.49
四维公寓,迎宾北区,0.71
